Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,ID,loan_default
338448,Long Term,722,728346,6 years,Home Mortgage,Debt Consolidation,14506.31,16.3,57,8,0,105450,153208,0,0,686960,0
108944,Short Term,742,1505256,10+ years,Home Mortgage,Other,37882.2,22.8,NA,10,0,566808,1171962,0,0,686970,0
152636,Short Term,729,583756,3 years,Rent,Debt Consolidation,3220.5,7,NA,9,0,111264,405174,0,0,687000,0
660858,Long Term,692,1902470,5 years,Home Mortgage,Debt Consolidation,40110.33,26.8,NA,18,0,1000198,1577840,0,0,687040,0
99999999,Long Term,717,580716,< 1 year,Rent,Debt Consolidation,9146.22,8.1,NA,6,0,85424,185922,0,0,687110,0
751300,Short Term,747,4634575,1 year,Own Home,Debt Consolidation,27768.88,18.1,43,10,0,348935,3513246,0,0,687120,0
99999999,Short Term,742,1117998,10+ years,Home Mortgage,Debt Consolidation,16769.97,15.6,5,18,0,166687,1286758,0,0,687150,0
99999999,Short Term,747,1137150,6 years,Rent,Debt Consolidation,27386.41,14.1,NA,6,0,0,0,0,0,687160,0
260568,Long Term,,,10+ years,Home Mortgage,other,17384.81,16.2,NA,7,0,180291,401456,0,0,687190,1
103202,Short Term,731,816943,6 years,Home Mortgage,Home Improvements,5772.96,7.4,NA,4,0,15732,64592,0,0,687200,0
66594,Short Term,728,536731,10+ years,Own Home,other,14715.5,19.6,NA,8,1,105317,277134,1,0,687220,0
99999999,Short Term,749,2020745,10+ years,Home Mortgage,Home Improvements,10811,25.6,NA,9,0,58292,1646282,0,0,687240,0
217756,Short Term,742,1598451,10+ years,Rent,Debt Consolidation,28106.13,27.9,NA,19,0,565440,1059432,0,0,687290,0
409112,Short Term,751,1118682,7 years,Home Mortgage,Debt Consolidation,8818.85,15.1,41,5,0,74898,345510,0,0,687300,1
279356,Long Term,719,1930020,4 years,Home Mortgage,Home Improvements,29915.31,10.5,56,11,1,210349,254782,1,0,687310,0
268114,Short Term,717,2064787,3 years,Home Mortgage,Debt Consolidation,7880.63,22.5,22,7,0,243827,934868,0,0,687320,0
99999999,Short Term,695,631636,< 1 year,Rent,Debt Consolidation,17212.1,10.8,NA,9,0,81605,102696,0,0,687330,0
221672,Long Term,716,1435830,10+ years,Home Mortgage,other,6676.6,15.4,NA,12,1,198892,840488,1,0,687350,0
216590,Short Term,721,805733,10+ years,Home Mortgage,Debt Consolidation,12757.55,15.9,45,9,0,93347,195448,0,0,687360,0
179520,Short Term,737,1550400,10+ years,Own Home,Debt Consolidation,13307.6,15.3,NA,10,0,645525,953392,0,0,687380,0
268202,Long Term,647,1158126,5 years,Home Mortgage,Debt Consolidation,31655.52,19.5,10,18,1,136743,449790,1,0,687430,0
309100,Short Term,,,10+ years,Own Home,Debt Consolidation,5026.45,12.3,NA,2,0,242668,472230,0,0,687440,0
443080,Short Term,739,1334351,10+ years,Home Mortgage,Debt Consolidation,23128.7,13.7,NA,7,0,302784,469942,0,0,687460,0
472428,Short Term,748,1205493,10+ years,Home Mortgage,Debt Consolidation,28529.64,16,NA,13,0,55385,890582,0,0,687530,0
337920,Short Term,,,4 years,Rent,Debt Consolidation,18369.77,13,NA,8,0,322411,634876,0,0,687540,0
662024,Long Term,680,1986507,10+ years,Rent,Debt Consolidation,21851.52,19.4,NA,12,0,193325,333608,0,0,687570,0
32560,Short Term,,,5 years,Rent,other,12543.23,16.2,54,7,0,178638,443872,0,0,687600,0
175868,Short Term,660,569544,5 years,Home Mortgage,Debt Consolidation,17181.32,11.2,58,20,1,64049,199914,0,0,687630,0
387640,Long Term,652,930715,10+ years,Rent,other,15977.48,14.1,62,12,0,146110,235290,0,0,687640,0
100298,Short Term,676,537282,7 years,Rent,Debt Consolidation,10432.14,31,NA,9,1,92568,145816,1,0,687650,1
405108,Long Term,,,9 years,Home Mortgage,Home Improvements,10639.81,18,NA,16,1,108927,409486,1,0,687670,0
99999999,Long Term,695,1059630,< 1 year,Home Mortgage,Home Improvements,17483.99,27.9,39,9,0,305368,481052,0,0,687690,0
187176,Short Term,716,1587716,10+ years,Home Mortgage,other,41677.83,18,NA,17,0,263264,343288,0,0,687730,0
51414,Short Term,722,695020,5 years,Own Home,other,13900.21,23,NA,10,0,35416,53680,0,0,687810,0
143638,Short Term,703,1832018,3 years,Home Mortgage,Debt Consolidation,25037.63,26.3,11,7,0,1567177,1892220,0,0,687820,0
270380,Short Term,,,7 years,Home Mortgage,Debt Consolidation,34176.25,16.4,14,12,0,219469,681296,0,0,687840,1
318560,Long Term,692,765548,n/a,Rent,Debt Consolidation,22264.58,29.6,5,11,0,327408,644732,0,0,687860,0
437668,Long Term,,,< 1 year,Rent,Debt Consolidation,14136.76,16.6,NA,14,0,392559,531630,0,0,687890,1
224026,Short Term,729,967385,7 years,Rent,Debt Consolidation,12737.22,14.1,NA,9,0,190342,280060,0,0,687930,1
340604,Short Term,706,653695,4 years,Rent,Other,15361.88,14.4,NA,12,0,154166,630740,0,0,687980,0
511258,Short Term,747,1590300,6 years,Home Mortgage,Debt Consolidation,30215.51,27.7,NA,9,0,552368,783794,0,0,688000,0
322036,Long Term,6740,965675,10+ years,Rent,Debt Consolidation,16014.15,23.4,72,11,0,226936,435776,0,0,688030,1
537416,Short Term,741,1438775,1 year,Rent,Debt Consolidation,30693.93,29.7,NA,17,0,212325,440594,0,0,688050,0
236588,Short Term,692,464360,4 years,Rent,Debt Consolidation,13776.14,5.6,NA,15,0,280478,813934,0,0,688080,0
224598,Long Term,,,10+ years,Rent,Debt Consolidation,18233.35,11.1,NA,17,0,145274,804804,0,0,688140,0
663234,Long Term,6810,1512172,10+ years,Own Home,Debt Consolidation,29739.37,21.6,NA,10,0,170981,329406,0,0,688200,1
88264,Short Term,665,928321,10+ years,Rent,other,15781.59,12.7,79,8,1,41211,90530,0,1,688250,0
450428,Short Term,725,739119,10+ years,Rent,Buy House,1207.26,31.4,NA,19,0,9861,3806110,0,0,688270,0
32604,Short Term,750,351139,2 years,Rent,Debt Consolidation,1033.03,16.3,25,6,0,28177,615780,0,0,688300,0
537460,Long Term,700,1431175,< 1 year,Home Mortgage,Debt Consolidation,2277.91,33.3,NA,4,1,78508,192588,1,0,688310,1
220880,Long Term,,,5 years,Rent,Debt Consolidation,5407.97,35,NA,8,1,173204,454784,0,1,688320,1
132506,Short Term,745,2050271,2 years,Home Mortgage,Debt Consolidation,41859.47,23.1,51,10,0,878636,1145694,0,0,688340,1
121330,Short Term,733,381064,10+ years,Rent,Debt Consolidation,5557.31,25.7,NA,6,0,302556,401302,0,0,688360,1
328240,Short Term,6260,789773,< 1 year,Rent,Debt Consolidation,19152.19,7.7,NA,6,0,168872,274230,0,0,688370,1
788106,Short Term,721,7778600,4 years,Own Home,Debt Consolidation,84916.51,26.2,14,12,0,5026868,6165874,0,0,688450,0
78166,Short Term,,,10+ years,Rent,Debt Consolidation,15222.23,14,53,10,2,86374,546458,2,0,688460,0
108724,Short Term,,,3 years,Home Mortgage,Other,10230.17,19.4,13,5,0,146490,204358,0,0,688470,0
333014,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,9187.07,18,65,11,0,213218,317328,0,0,688490,0
398222,Long Term,662,968810,< 1 year,Rent,Debt Consolidation,23735.94,22,NA,14,1,179208,432322,1,0,688540,1
215446,Short Term,728,1246647,6 years,Own Home,Debt Consolidation,27322.38,17.7,47,11,0,298281,502018,0,0,688620,1
100430,Short Term,698,1437692,10+ years,Rent,Debt Consolidation,14616.51,15.1,31,8,0,57285,170940,0,0,688640,0
644314,Long Term,676,1933820,10+ years,Rent,Debt Consolidation,20627.54,19.4,19,5,0,192926,232936,0,0,688720,0
263098,Short Term,750,757416,3 years,Rent,Debt Consolidation,16852.43,11.8,NA,14,0,34903,247918,0,0,688740,0
392722,Long Term,696,1036336,8 years,Rent,Debt Consolidation,12954.01,18.5,43,6,0,58482,76340,0,0,688770,0
99999999,Short Term,723,610926,5 years,Rent,Home Improvements,8379.95,11.9,38,5,0,28462,81774,0,0,688800,0
215138,Short Term,,,8 years,Home Mortgage,Debt Consolidation,19717.63,8.6,NA,7,0,234403,409992,0,0,688830,0
107822,Short Term,6840,744952,n/a,Rent,Debt Consolidation,10677.62,33.5,NA,10,1,180538,286770,1,0,688870,1
75878,Short Term,7390,1067192,3 years,Own Home,Debt Consolidation,7612.54,15.5,NA,15,1,172026,505560,1,0,688930,1
276100,Short Term,719,2030625,10+ years,Home Mortgage,Debt Consolidation,42135.35,21.8,NA,12,0,732336,988328,0,0,688970,0
149710,Short Term,740,628140,10+ years,Home Mortgage,Debt Consolidation,13348.07,17.6,NA,8,0,248444,380512,0,0,689000,0
764148,Short Term,745,2092964,10+ years,Home Mortgage,Debt Consolidation,11616.03,22,NA,15,0,326876,1981628,0,0,689020,0
99999999,Short Term,743,1454108,10+ years,Rent,Debt Consolidation,21569.18,26.6,9,15,0,384598,921976,0,0,689030,0
64438,Short Term,745,1947519,6 years,Home Mortgage,Home Improvements,18176.92,20.3,11,7,0,119966,184712,0,0,689060,0
215622,Short Term,715,931095,1 year,Rent,Debt Consolidation,17923.65,8.4,NA,11,0,185630,366784,0,0,689150,1
258412,Long Term,695,1376189,5 years,Home Mortgage,Debt Consolidation,20069.51,11.9,25,11,0,82992,99066,0,0,689170,1
344014,Short Term,708,742748,10+ years,Rent,other,18135.5,14.9,NA,7,0,354160,784080,0,0,689190,0
312444,Short Term,7240,1060048,2 years,Rent,Medical Bills,28798.11,17.1,21,13,0,555009,747252,0,0,689200,1
89210,Short Term,726,3563507,10+ years,Rent,Debt Consolidation,3800.95,20.5,NA,4,0,99636,156134,0,0,689220,0
172832,Short Term,725,764978,10+ years,Home Mortgage,Debt Consolidation,9880.95,15.9,59,14,1,39900,86504,1,0,689230,0
429792,Long Term,702,1206348,< 1 year,Rent,Debt Consolidation,25735.5,16.2,NA,12,0,258685,498366,0,0,689320,0
112508,Short Term,708,2195944,6 years,Home Mortgage,Buy a Car,31658.18,18.8,61,12,0,279946,634370,0,0,689380,0
450692,Long Term,701,1109315,10+ years,Rent,Debt Consolidation,11555.42,15.4,12,7,0,250705,533610,0,0,689390,0
96030,Short Term,717,931855,10+ years,Home Mortgage,Debt Consolidation,10405.73,14.7,NA,10,1,58634,121242,1,0,689420,0
464222,Long Term,714,981293,4 years,Home Mortgage,Debt Consolidation,22242.54,23.4,45,10,0,393034,993652,0,0,689450,0
313280,Short Term,,,1 year,Home Mortgage,Debt Consolidation,5252.93,12,NA,3,0,243561,339394,0,0,689480,0
333036,Long Term,725,943407,3 years,Home Mortgage,Debt Consolidation,14858.57,16,NA,16,0,333678,544170,0,0,689590,0
388806,Long Term,656,1247236,2 years,Rent,Debt Consolidation,16941.54,15.1,NA,11,0,204744,513128,0,0,689620,0
404558,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,35521.07,19.4,NA,12,0,361551,469876,0,0,689670,1
89474,Short Term,710,869364,8 years,Own Home,Debt Consolidation,12895.49,17.7,24,13,0,508307,886402,0,0,689680,0
202422,Short Term,750,1592751,< 1 year,Home Mortgage,Debt Consolidation,12449.94,14.5,73,11,0,164673,775104,0,0,689710,0
225038,Short Term,712,671859,< 1 year,Rent,Debt Consolidation,17132.11,10,NA,8,0,176187,229196,0,0,689730,1
463276,Short Term,747,1005100,10+ years,Rent,Debt Consolidation,3115.81,19.4,NA,7,0,228988,1086646,0,0,689780,0
167728,Short Term,710,1062252,3 years,Rent,Debt Consolidation,5700.76,16.2,61,10,0,165148,284152,0,0,689810,0
99999999,Short Term,726,2005374,2 years,Home Mortgage,Debt Consolidation,29579.2,14.7,NA,8,0,128079,250096,0,0,689840,0
204908,Short Term,729,518833,5 years,Rent,Debt Consolidation,8093.81,17,NA,6,0,276165,511610,0,0,689920,1
26818,Short Term,726,1254266,10+ years,Rent,other,16096.42,19.9,22,10,0,248577,299508,0,0,689990,0
221804,Short Term,745,881163,5 years,Rent,Debt Consolidation,3429.31,14.5,NA,5,0,127129,388432,0,0,690000,0
99999999,Long Term,655,1890139,4 years,Rent,Debt Consolidation,14034.16,12.9,27,4,0,217550,358336,0,0,690090,0
99999999,Short Term,742,1559558,1 year,Home Mortgage,Debt Consolidation,20664.21,24.2,NA,19,0,390887,870386,0,0,690130,0
387684,Long Term,669,2129824,1 year,Rent,Debt Consolidation,41105.36,42,5,15,0,465158,799106,0,0,690190,0
43428,Short Term,,,< 1 year,Rent,Debt Consolidation,14438.29,12,NA,14,0,306451,365794,0,0,690270,1
521620,Long Term,663,1970870,6 years,Rent,Debt Consolidation,21515.22,22.8,NA,18,0,372932,532444,0,0,690300,0
393316,Short Term,733,1415310,9 years,Home Mortgage,Debt Consolidation,14978.65,26.6,39,9,0,96881,176946,0,0,690420,0
601656,Long Term,692,2560915,7 years,Home Mortgage,Debt Consolidation,55272.9,37.5,31,10,5,7581,109868,5,0,690450,0
772860,Long Term,720,2879621,6 years,Home Mortgage,Debt Consolidation,60232.09,26.9,25,16,0,1907524,2512752,0,0,690470,0
99999999,Short Term,728,1464748,10+ years,Rent,Debt Consolidation,20506.51,21.6,23,9,0,175750,315018,0,0,690500,0
762388,Long Term,716,3574261,6 years,Home Mortgage,Debt Consolidation,61358.22,29.1,NA,9,0,293493,654764,0,0,690530,0
300322,Long Term,726,2779035,< 1 year,Own Home,Debt Consolidation,7827.62,23.3,10,6,0,21527,1187010,0,0,690540,0
358028,Short Term,705,2029124,4 years,Rent,Medical Bills,31958.57,18.6,10,18,0,119985,557964,0,0,690570,0
80454,Short Term,706,366662,< 1 year,Rent,Debt Consolidation,9533.44,10.2,NA,6,0,86640,138578,0,0,690660,0
215490,Long Term,713,1116630,7 years,Home Mortgage,Debt Consolidation,14237.08,21,21,10,1,94601,247808,0,0,690670,0
347644,Long Term,698,1088339,5 years,Rent,other,35280.34,10,29,20,0,394497,830522,0,0,690690,0
176550,Long Term,707,1012795,1 year,Rent,Debt Consolidation,10288.12,15.2,65,5,0,4218,42042,0,0,690700,0
335610,Short Term,722,966150,3 years,Rent,Debt Consolidation,27213.13,5.7,NA,9,0,236949,366806,0,0,690710,0
99999999,Long Term,695,1582548,< 1 year,Rent,Debt Consolidation,25188.87,15,NA,15,0,533786,866844,0,0,690720,0
155408,Long Term,693,862866,6 years,Home Mortgage,Debt Consolidation,15740.17,16.1,33,13,0,251294,377366,0,0,690790,0
157344,Short Term,,,8 years,Rent,Debt Consolidation,13021.46,15.7,55,3,0,94297,209968,0,0,690860,0
541090,Short Term,674,1271062,< 1 year,Rent,Debt Consolidation,28175.29,12.5,NA,17,1,228646,621478,1,0,690890,0
331628,Long Term,689,1393308,7 years,Rent,Medical Bills,1137.91,20,55,5,0,60040,78386,0,0,690900,0
109252,Short Term,713,943445,1 year,Rent,Debt Consolidation,13522.68,25.9,NA,4,0,167960,218504,0,0,690940,0
217822,Short Term,745,1655451,6 years,Home Mortgage,Debt Consolidation,17520.09,18.7,NA,9,0,505077,992926,0,0,691050,0
712734,Short Term,,,n/a,Rent,Debt Consolidation,36043.95,26.3,NA,13,0,682347,1465816,0,0,691070,0
162712,Short Term,743,1526213,< 1 year,Home Mortgage,major_purchase,20858.39,19,38,6,0,112917,150810,0,0,691080,0
767998,Long Term,687,1868536,6 years,Rent,Debt Consolidation,29429.29,19.4,NA,17,0,637602,1022538,0,0,691090,0
268642,Short Term,737,1643424,10+ years,Home Mortgage,Home Improvements,21775.33,29,NA,10,1,117762,456060,1,0,691110,0
537196,Short Term,7260,1739754,n/a,Home Mortgage,Debt Consolidation,23776.6,22.5,33,11,0,476368,972796,0,0,691130,1
80454,Short Term,707,1437692,< 1 year,Home Mortgage,Debt Consolidation,21205.9,13.5,NA,6,0,20292,28842,0,0,691160,0
656964,Short Term,,,5 years,Home Mortgage,Debt Consolidation,14326.38,18.2,NA,3,0,164274,284746,0,0,691180,0
239030,Short Term,738,613700,6 years,Rent,Debt Consolidation,13859.55,13.2,NA,5,1,260737,381194,1,0,691200,0
76824,Short Term,709,966682,10+ years,Home Mortgage,Debt Consolidation,25778.06,23.8,NA,24,1,870162,1828596,1,0,691220,0
365354,Short Term,,,5 years,Home Mortgage,Debt Consolidation,19878.94,17.5,NA,14,0,284924,513898,0,0,691240,0
204798,Short Term,7420,930905,5 years,Rent,Debt Consolidation,18307.83,22.2,NA,12,0,124241,387750,0,0,691280,1
263318,Short Term,,,3 years,Rent,Debt Consolidation,9582.84,6,NA,4,0,76760,206250,0,0,691300,0
540254,Long Term,720,1788546,10+ years,Home Mortgage,Debt Consolidation,52017.25,21.1,NA,28,0,256804,702988,0,0,691330,1
99999999,Short Term,726,621262,n/a,Rent,Debt Consolidation,11389.74,18.7,NA,7,0,67621,351098,0,0,691380,0
106194,Short Term,,,3 years,Rent,vacation,2337.57,8.7,NA,6,0,23256,98956,0,0,691470,1
394702,Long Term,700,2177799,5 years,Rent,Debt Consolidation,25589.01,17.5,41,7,0,190019,344322,0,0,691520,0
774708,Long Term,724,2102749,8 years,Home Mortgage,Debt Consolidation,36622.88,12.3,NA,9,0,693329,1141976,0,0,691590,0
260810,Short Term,731,713260,3 years,Rent,Debt Consolidation,11115,18.6,79,15,0,82992,389004,0,0,691670,0
35068,Short Term,,,1 year,Rent,Debt Consolidation,10908.66,11.1,9,11,0,232199,590898,0,0,691700,0
266222,Short Term,751,2778142,< 1 year,Rent,Debt Consolidation,11737.82,17.1,NA,12,0,250135,1167826,0,0,691720,0
125378,Short Term,663,1430738,4 years,Home Mortgage,Debt Consolidation,30403.42,8.8,NA,8,0,50977,67166,0,0,691750,0
110946,Short Term,728,1195803,10+ years,Rent,Debt Consolidation,24713.11,11.5,34,10,0,249071,348304,0,0,691760,0
593758,Long Term,726,1139544,10+ years,Home Mortgage,Debt Consolidation,15288.92,20.3,NA,9,1,482448,811954,1,0,691810,1
111958,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,30780,19.9,12,14,2,97812,199408,0,0,691820,0
327206,Long Term,684,1568336,10+ years,Rent,other,24309.36,22.4,75,5,1,43130,120010,1,0,691850,0
544478,Long Term,657,1044772,5 years,Rent,Debt Consolidation,20016.12,27.5,NA,24,0,344375,651552,0,0,691860,1
672408,Short Term,746,2690647,4 years,Home Mortgage,Debt Consolidation,43274.59,18.2,NA,10,0,470041,949828,0,0,691870,0
327602,Short Term,712,3508198,10+ years,Home Mortgage,Home Improvements,6373.17,9.5,NA,11,0,226575,907808,0,0,691940,1
129052,Short Term,722,1058851,8 years,Home Mortgage,Debt Consolidation,13235.59,17.6,NA,11,1,253707,383020,0,0,692060,0
200068,Short Term,,,10+ years,Rent,Debt Consolidation,11838.52,10.1,NA,8,0,104177,740080,0,0,692070,0
432168,Short Term,747,1241004,10+ years,Home Mortgage,Home Improvements,12203.32,31.1,7,14,0,185706,709654,0,0,692110,1
99999999,Short Term,731,921139,3 years,Rent,Debt Consolidation,8290.27,15.4,NA,8,0,215194,426646,0,0,692120,0
622292,Short Term,,,4 years,Home Mortgage,Debt Consolidation,28006.95,18.3,81,13,0,3858748,8543062,0,0,692160,0
216106,Short Term,743,1026513,8 years,Rent,Business Loan,20187.88,17.8,NA,10,0,232503,330704,0,0,692170,1
262064,Short Term,,,< 1 year,Rent,Debt Consolidation,13580.06,14.7,10,12,0,328149,808434,0,0,692180,0
99999999,Short Term,618,675317,< 1 year,Rent,Debt Consolidation,7540.91,10.5,NA,7,0,25023,591338,0,0,692190,0
332442,Long Term,,,10+ years,Rent,Debt Consolidation,27052.01,27.8,27,11,0,158289,372526,0,0,692200,1
63228,Short Term,732,1506624,10+ years,Rent,Debt Consolidation,7344.83,17.2,45,4,0,13395,19624,0,0,692220,1
108130,Long Term,,,< 1 year,Rent,other,8406.55,10,NA,9,0,127680,160006,0,0,692280,0
99999999,Short Term,744,2663876,2 years,Home Mortgage,Other,18469.52,15,NA,7,1,3078,55682,1,0,692340,0
236588,Short Term,726,1114464,4 years,Rent,Debt Consolidation,15881.15,16,52,22,0,216961,290444,0,0,692370,0
93852,Short Term,737,843296,10+ years,Home Mortgage,Debt Consolidation,9627.49,26.7,NA,3,0,81643,108526,0,0,692400,0
22506,Short Term,686,786961,4 years,Rent,Other,3266.1,11.4,NA,4,0,173318,202510,0,0,692420,0
132506,Short Term,,,9 years,Rent,Home Improvements,56539.63,38.9,NA,12,0,538840,1177242,0,0,692460,1
708004,Long Term,714,1546410,9 years,Home Mortgage,Debt Consolidation,22809.69,11.8,NA,12,0,455962,974072,0,0,692470,0
240108,Long Term,725,4800350,10+ years,Home Mortgage,Debt Consolidation,15761.07,13.7,4,17,0,325014,1358632,0,0,692500,0
211156,Short Term,742,1195708,1 year,Rent,Debt Consolidation,21223.95,14.8,NA,13,0,94202,376156,0,0,692530,1
758692,Long Term,695,1872070,7 years,Rent,Debt Consolidation,27613.08,14.3,18,21,0,636804,1517186,0,0,692540,0
54692,Short Term,,,8 years,Home Mortgage,Debt Consolidation,9947.45,15,65,4,0,134178,295372,0,0,692580,0
127556,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,31391.04,20,24,10,0,132943,242022,0,0,692600,0
557810,Short Term,725,2163093,10+ years,Rent,Debt Consolidation,29021.55,8.8,NA,13,0,457007,689018,0,0,692610,0
179806,Short Term,,,3 years,Rent,Debt Consolidation,8191.28,24,NA,8,0,66196,229482,0,0,692810,0
100364,Short Term,735,1155618,10+ years,Rent,Debt Consolidation,1078.63,27.4,29,6,1,36898,98230,1,0,692850,1
25740,Short Term,720,611325,10+ years,Own Home,Medical Bills,9169.97,11.4,NA,5,1,54644,762366,1,0,692860,0
215336,Short Term,,,4 years,Rent,Debt Consolidation,13873.8,14.8,NA,6,0,280421,327646,0,0,692890,1
99999999,Short Term,700,898814,n/a,Rent,Debt Consolidation,13631.93,34.4,NA,7,0,816316,1465442,0,0,692910,0
754226,Long Term,,,10+ years,Home Mortgage,other,76734.35,32.4,76,15,1,483949,943382,0,1,692920,0
99999999,Short Term,738,877762,6 years,Rent,Debt Consolidation,15507.04,9.2,NA,9,0,130169,223300,0,0,692930,0
191730,Short Term,707,413953,10+ years,Rent,Debt Consolidation,10452.09,14.3,NA,8,0,114247,217932,0,0,692940,0
262306,Short Term,721,1634874,10+ years,Rent,Home Improvements,18255.96,25.5,68,14,1,215042,505054,1,0,693040,0
267454,Long Term,719,1174181,9 years,Home Mortgage,Debt Consolidation,20548.12,36.4,NA,13,1,332329,510356,1,0,693130,0
262086,Short Term,678,1387019,10+ years,Rent,Debt Consolidation,13211.27,27.5,21,7,0,114152,140492,0,0,693140,0
43604,Short Term,,,2 years,Rent,Other,13936.31,24.4,48,11,0,282150,578248,0,0,693150,0
